"","Регион","Месяц","Квартал","Индекс потребительской активности","Доля безналичных платежей","Количество внутренних туристов","Всего одобренных заявок","Доля онлайн-заявок","Доля заявок в офисе банка","Всего ипотечных сделок","Доля сделок, первичка","Доля сделок, вторичка","Среднемесячная заработная плата","Число активных абонентов беспроводного доступа к сети","Уровень безработицы населения"
"887","Чувашская Республика","Ноябрь","Квартал 4",66,52.8,-26.91,"1 000 - 5 000",0.29,0.71,"> 1 000",0.35,0.62,31232.4,3109,6.1
"888","Чувашская Республика","Декабрь","Квартал 4",69,50.4,-18.71,"1 000 - 5 000",0.29,0.71,"> 1 000",0.38,0.59,41331.3,3109,6.1
"889","Ямало-Ненецкий АО","Январь","Квартал 1",61,56.9,0.13,"500 - 1 000",0.46,0.54,"100 - 500",0.16,0.82,98644.7,2324,1.8
"890","Ямало-Ненецкий АО","Февраль","Квартал 1",64,54.3,-1.53,"500 - 1 000",0.38,0.63,"100 - 500",0.13,0.84,101040.1,2324,1.8
"891","Ямало-Ненецкий АО","Март","Квартал 1",63,56.1,2.97,"500 - 1 000",0.41,0.59,"100 - 500",0.14,0.85,104927.3,2324,1.8
"892","Ямало-Ненецкий АО","Апрель","Квартал 2",42.5,55.8,-41.87,"100 - 500",0.6,0.4,"100 - 500",0.13,0.86,111954.9,2064,2.4
"893","Ямало-Ненецкий АО","Май","Квартал 2",56,56,-23.2,"500 - 1 000",0.56,0.44,"100 - 500",0.35,0.64,141319.3,2064,2.4
"894","Ямало-Ненецкий АО","Июнь","Квартал 2",65,55.7,-1.6,"500 - 1 000",0.45,0.55,"100 - 500",0.29,0.7,117335.2,2064,2.4
"895","Ямало-Ненецкий АО","Июль","Квартал 3",66,56.5,-12.49,"500 - 1 000",0.5,0.5,"100 - 500",0.28,0.7,106530.7,1951,2.6
"896","Ямало-Ненецкий АО","Август","Квартал 3",66,58.1,-11.83,"1 000 - 5 000",0.5,0.5,"100 - 500",0.36,0.63,100890.2,1951,2.6
"897","Ямало-Ненецкий АО","Сентябрь","Квартал 3",66,57.1,-13.54,"1 000 - 5 000",0.49,0.51,"500 - 1 000",0.28,0.7,105397.7,1951,2.6
"898","Ямало-Ненецкий АО","Октябрь","Квартал 4",61,58.1,-39.64,"1 000 - 5 000",0.49,0.51,"500 - 1 000",0.28,0.71,100601.9,1911,2.6
"899","Ямало-Ненецкий АО","Ноябрь","Квартал 4",52,60,-42.41,"500 - 1 000",0.52,0.48,"500 - 1 000",0.26,0.72,96622.2,1911,2.6
"900","Ямало-Ненецкий АО","Декабрь","Квартал 4",58,59.7,-41.95,"500 - 1 000",0.5,0.5,"500 - 1 000",0.21,0.76,140808,1911,2.6
"901","Ярославская область","Январь","Квартал 1",60,54.8,5.02,"500 - 1 000",0.32,0.68,"100 - 500",0.19,0.76,35137.2,2904,5.3
"902","Ярославская область","Февраль","Квартал 1",66,51.6,8.95,"1 000 - 5 000",0.28,0.72,"500 - 1 000",0.19,0.78,35170,2904,5.3
"903","Ярославская область","Март","Квартал 1",66,53.2,-0.16,"1 000 - 5 000",0.28,0.72,"500 - 1 000",0.19,0.78,37112.4,2904,5.3
"904","Ярославская область","Апрель","Квартал 2",48,53.4,-51.91,"500 - 1 000",0.41,0.59,"100 - 500",0.15,0.84,36747.6,2900,8.4
"905","Ярославская область","Май","Квартал 2",53,55.4,-54.8,"1 000 - 5 000",0.43,0.57,"100 - 500",0.31,0.66,37313.8,2900,8.4
"906","Ярославская область","Июнь","Квартал 2",67,53.1,0.51,"1 000 - 5 000",0.38,0.62,"500 - 1 000",0.3,0.68,37774.3,2900,8.4
"907","Ярославская область","Июль","Квартал 3",74,52.9,15.93,"1 000 - 5 000",0.43,0.57,"500 - 1 000",0.31,0.67,38481.2,3107,8.2
"908","Ярославская область","Август","Квартал 3",71,54.8,51.77,"1 000 - 5 000",0.43,0.57,"500 - 1 000",0.29,0.68,36705.2,3107,8.2
"909","Ярославская область","Сентябрь","Квартал 3",73.5,53.8,25.66,"1 000 - 5 000",0.39,0.61,"> 1 000",0.26,0.71,36889.1,3107,8.2
"910","Ярославская область","Октябрь","Квартал 4",72,55.4,25.54,"1 000 - 5 000",0.42,0.58,"> 1 000",0.23,0.73,37664.3,3115,7.3
"911","Ярославская область","Ноябрь","Квартал 4",67.5,57.7,0.15,"1 000 - 5 000",0.41,0.59,"500 - 1 000",0.16,0.8,36836.7,3115,7.3
"912","Ярославская область","Декабрь","Квартал 4",70,55.6,7.21,"1 000 - 5 000",0.45,0.55,"500 - 1 000",0.15,0.81,48262.1,3115,7.3
"913","Еврейская АО","Январь","Квартал 1",NA,NA,NA,"100 - 500",0.38,0.62,"10 - 50",0.08,0.87,42006.9,144,6.9
"914","Еврейская АО","Февраль","Квартал 1",NA,NA,NA,"100 - 500",0.26,0.74,"10 - 50",0.05,0.89,42817.7,144,6.9
"915","Еврейская АО","Март","Квартал 1",NA,NA,NA,"100 - 500",0.31,0.69,"50 - 100",0.03,0.94,44902.7,144,6.9
"916","Еврейская АО","Июнь","Квартал 2",NA,NA,NA,"100 - 500",0.34,0.66,"50 - 100",0.1,0.9,48108,142,7.5
"917","Еврейская АО","Июль","Квартал 3",NA,NA,NA,"100 - 500",0.46,0.54,"10 - 50",0.04,0.94,47352.2,149,5.4
"918","Еврейская АО","Август","Квартал 3",NA,NA,NA,"100 - 500",0.41,0.59,"50 - 100",0.12,0.79,44173.7,149,5.4
"919","Еврейская АО","Сентябрь","Квартал 3",NA,NA,NA,"100 - 500",0.44,0.56,"10 - 50",0.14,0.81,46143.4,149,5.4
"920","Еврейская АО","Октябрь","Квартал 4",NA,NA,NA,"100 - 500",0.49,0.51,"10 - 50",0.18,0.8,44948.8,144,5.4
"921","Еврейская АО","Ноябрь","Квартал 4",NA,NA,NA,"100 - 500",0.44,0.56,"50 - 100",0.1,0.9,44591,144,5.4
"922","Еврейская АО","Декабрь","Квартал 4",NA,NA,NA,"100 - 500",0.55,0.45,"50 - 100",0.13,0.82,61164.7,144,5.4
"923","Ленинградская область","Январь","Квартал 1",NA,NA,NA,"500 - 1 000",0.43,0.57,"100 - 500",0.1,0.86,46145.1,78,3.7
"924","Ленинградская область","Февраль","Квартал 1",NA,NA,NA,"1 000 - 5 000",0.39,0.61,"500 - 1 000",0.11,0.83,46075.5,78,3.7
"925","Ленинградская область","Март","Квартал 1",NA,NA,NA,"1 000 - 5 000",0.39,0.61,"500 - 1 000",0.12,0.85,47592,78,3.7
"926","Ленинградская область","Апрель","Квартал 2",NA,NA,NA,"500 - 1 000",0.57,0.43,"100 - 500",0.09,0.87,47185.2,78,5.1
"927","Ленинградская область","Май","Квартал 2",NA,NA,NA,"1 000 - 5 000",0.58,0.42,"100 - 500",0.24,0.73,47544.6,78,5.1
"928","Ленинградская область","Июнь","Квартал 2",NA,NA,NA,"1 000 - 5 000",0.51,0.49,"500 - 1 000",0.29,0.68,48607.6,78,5.1
"929","Ленинградская область","Июль","Квартал 3",NA,NA,NA,"1 000 - 5 000",0.52,0.48,"500 - 1 000",0.24,0.73,49328.3,78,6.5
"930","Ленинградская область","Август","Квартал 3",NA,NA,NA,"1 000 - 5 000",0.53,0.47,"500 - 1 000",0.22,0.74,47057.2,78,6.5
"931","Ленинградская область","Сентябрь","Квартал 3",NA,NA,NA,"1 000 - 5 000",0.52,0.48,"> 1 000",0.19,0.75,47260.2,78,6.5
"932","Ленинградская область","Октябрь","Квартал 4",NA,NA,NA,"1 000 - 5 000",0.55,0.45,"> 1 000",0.17,0.76,47683.2,78,6
"933","Ленинградская область","Ноябрь","Квартал 4",NA,NA,NA,"1 000 - 5 000",0.56,0.44,"> 1 000",0.16,0.77,46562.6,78,6
"934","Ленинградская область","Декабрь","Квартал 4",NA,NA,NA,"1 000 - 5 000",0.55,0.45,"> 1 000",0.15,0.78,58382.1,78,6
"935","Республика Алтай","Январь","Квартал 1",NA,NA,NA,"100 - 500",0.43,0.57,"10 - 50",0.11,0.86,32042.2,84,11.9
"936","Республика Алтай","Март","Квартал 1",NA,NA,NA,"100 - 500",0.5,0.5,"10 - 50",0.1,0.85,33728.6,84,11.9
"937","Республика Алтай","Май","Квартал 2",NA,NA,NA,"100 - 500",0.5,0.5,"10 - 50",0.12,0.85,38670.7,NA,12.3
"938","Республика Алтай","Июнь","Квартал 2",NA,NA,NA,"100 - 500",0.47,0.53,"10 - 50",0.23,0.77,39969.5,NA,12.3
"939","Республика Алтай","Июль","Квартал 3",NA,NA,NA,"100 - 500",0.4,0.6,"50 - 100",0.07,0.89,33646.7,NA,15
"940","Республика Алтай","Август","Квартал 3",NA,NA,NA,"100 - 500",0.44,0.56,"50 - 100",0.2,0.76,34018.7,NA,15
"941","Республика Алтай","Сентябрь","Квартал 3",NA,NA,NA,"100 - 500",0.38,0.62,"50 - 100",0.24,0.74,35308.2,NA,15
"942","Республика Алтай","Октябрь","Квартал 4",NA,NA,NA,"100 - 500",0.47,0.53,"50 - 100",0.11,0.84,35572.5,NA,16.5
"943","Республика Алтай","Ноябрь","Квартал 4",NA,NA,NA,"100 - 500",0.49,0.51,"50 - 100",0.04,0.95,33864.8,NA,16.5
"944","Республика Алтай","Декабрь","Квартал 4",NA,NA,NA,"100 - 500",0.48,0.52,"50 - 100",0.06,0.89,49743.9,NA,16.5
"945","Чеченская Республика","Январь","Квартал 1",NA,NA,NA,"100 - 500",0.18,0.82,"50 - 100",0.1,0.78,27109.4,NA,13.3
"946","Чеченская Республика","Февраль","Квартал 1",NA,NA,NA,"100 - 500",0.13,0.87,"50 - 100",0.06,0.88,27979.8,NA,13.3
"947","Чеченская Республика","Март","Квартал 1",NA,NA,NA,"100 - 500",0.09,0.91,"100 - 500",0.06,0.88,28855.5,NA,13.3
"948","Чеченская Республика","Май","Квартал 2",NA,NA,NA,"100 - 500",0.35,0.65,"50 - 100",0.04,0.94,29962.7,NA,16
"949","Чеченская Республика","Июнь","Квартал 2",NA,NA,NA,"500 - 1 000",0.15,0.85,"100 - 500",0.04,0.83,31750.8,NA,16
"950","Чеченская Республика","Июль","Квартал 3",NA,NA,NA,"500 - 1 000",0.18,0.82,"100 - 500",0.01,0.92,28765.7,NA,23.3
"951","Чеченская Республика","Август","Квартал 3",NA,NA,NA,"500 - 1 000",0.22,0.78,"100 - 500",0.03,0.95,28555.4,NA,23.3
"952","Чеченская Республика","Сентябрь","Квартал 3",NA,NA,NA,"1 000 - 5 000",0.31,0.69,"100 - 500",0.02,0.96,29622.2,NA,23.3
"953","Чеченская Республика","Октябрь","Квартал 4",NA,NA,NA,"1 000 - 5 000",0.32,0.68,"500 - 1 000",0.01,0.98,28606.2,NA,21
"954","Чеченская Республика","Ноябрь","Квартал 4",NA,NA,NA,"1 000 - 5 000",0.35,0.65,"500 - 1 000",0.02,0.96,28909.6,NA,21
"955","Чеченская Республика","Декабрь","Квартал 4",NA,NA,NA,"1 000 - 5 000",0.6,0.4,"> 1 000",0,0.99,36466.3,NA,21
"956","Центральный ФО","Январь","Квартал 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,58790.3,93214,2.9
"957","Центральный ФО","Февраль","Квартал 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,60058.2,93214,2.9
"958","Центральный ФО","Март","Квартал 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,66678.3,93214,2.9
"959","Центральный ФО","Апрель","Квартал 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,63943.2,95874,3.9
"960","Центральный ФО","Май","Квартал 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,61580,95874,3.9
"961","Центральный ФО","Июнь","Квартал 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,64941.6,95874,3.9
"962","Центральный ФО","Июль","Квартал 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,64553.2,108303,4.4
"963","Центральный ФО","Август","Квартал 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,60047.3,108303,4.4
"964","Центральный ФО","Сентябрь","Квартал 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,61712,108303,4.4
"965","Центральный ФО","Октябрь","Квартал 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,62683,105207,4.4
"966","Центральный ФО","Ноябрь","Квартал 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,62634.6,105207,4.4
"967","Центральный ФО","Декабрь","Квартал 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,93504.2,105207,4.4
"968","Северо-Западный ФО","Январь","Квартал 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,52175.2,15754,3.7
"969","Северо-Западный ФО","Февраль","Квартал 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,53957.5,15754,3.7
"970","Северо-Западный ФО","Март","Квартал 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,57574.5,15754,3.7
"971","Северо-Западный ФО","Апрель","Квартал 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,53164,16214,5
"972","Северо-Западный ФО","Май","Квартал 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,55792.5,16214,5
"973","Северо-Западный ФО","Июнь","Квартал 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,58632.1,16214,5
"974","Северо-Западный ФО","Июль","Квартал 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,56710.9,18789,5.9
"975","Северо-Западный ФО","Август","Квартал 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,53102.9,18789,5.9
"976","Северо-Западный ФО","Сентябрь","Квартал 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,55671.9,18789,5.9
"977","Северо-Западный ФО","Октябрь","Квартал 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,55752.1,19734,5.6
"978","Северо-Западный ФО","Ноябрь","Квартал 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,54357.5,19734,5.6
"979","Северо-Западный ФО","Декабрь","Квартал 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,74356.6,19734,5.6
"980","Южный ФО","Январь","Квартал 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,33807.7,17623,5.3
"981","Южный ФО","Февраль","Квартал 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,33786.3,17623,5.3
"982","Южный ФО","Март","Квартал 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,35884.3,17623,5.3
"983","Южный ФО","Апрель","Квартал 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,34540.2,20363,6.6
"984","Южный ФО","Май","Квартал 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,36288.3,20363,6.6
"985","Южный ФО","Июнь","Квартал 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,37165.5,20363,6.6
"986","Южный ФО","Июль","Квартал 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,35133.2,22490,6.4
"987","Южный ФО","Август","Квартал 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,34120.7,22490,6.4
"988","Южный ФО","Сентябрь","Квартал 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,34810.1,22490,6.4
"989","Южный ФО","Октябрь","Квартал 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,35198,21538,6.2
"990","Южный ФО","Ноябрь","Квартал 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,35426.3,21538,6.2
"991","Южный ФО","Декабрь","Квартал 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,47869.5,21538,6.2
"992","Республика Крым","Январь","Квартал 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,31683.9,229,5.8
"993","Республика Крым","Февраль","Квартал 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,31882.1,229,5.8
"994","Республика Крым","Март","Квартал 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,34519.5,229,5.8
"995","Республика Крым","Апрель","Квартал 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,32359.8,229,6.8
"996","Республика Крым","Май","Квартал 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,34029.4,229,6.8
"997","Республика Крым","Июнь","Квартал 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,38144.4,229,6.8
"998","Республика Крым","Июль","Квартал 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,31623.8,969,6.3
"999","Республика Крым","Август","Квартал 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,30317.6,969,6.3
"1000","Республика Крым","Сентябрь","Квартал 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,32195.5,969,6.3
"1001","Республика Крым","Октябрь","Квартал 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,32888.6,921,6.4
"1002","Республика Крым","Ноябрь","Квартал 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,31924.1,921,6.4
"1003","Республика Крым","Декабрь","Квартал 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,41839.7,921,6.4
"1004","Севастополь","Январь","Квартал 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,33314,285,4.1
"1005","Севастополь","Февраль","Квартал 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,33747,285,4.1
"1006","Севастополь","Март","Квартал 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,35471.7,285,4.1
"1007","Севастополь","Апрель","Квартал 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,32657,222,5.1
"1008","Севастополь","Май","Квартал 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,36206,222,5.1
"1009","Севастополь","Июнь","Квартал 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,39193.6,222,5.1
"1010","Севастополь","Июль","Квартал 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,33900.5,227,4.4
"1011","Севастополь","Август","Квартал 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,32810.9,227,4.4
"1012","Севастополь","Сентябрь","Квартал 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,34056,227,4.4
"1013","Севастополь","Октябрь","Квартал 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,34419.2,101,4.7
"1014","Севастополь","Ноябрь","Квартал 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,33443.7,101,4.7
"1015","Севастополь","Декабрь","Квартал 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,48712.3,101,4.7
"1016","Северо-Кавказский ФО","Январь","Квартал 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,29186.6,6712,11.4
"1017","Северо-Кавказский ФО","Февраль","Квартал 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,28819.5,6712,11.4
"1018","Северо-Кавказский ФО","Март","Квартал 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,29849.2,6712,11.4
"1019","Северо-Кавказский ФО","Апрель","Квартал 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,29087.2,6858,14.3
"1020","Северо-Кавказский ФО","Май","Квартал 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,31737.8,6858,14.3
"1021","Северо-Кавказский ФО","Июнь","Квартал 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,34284.2,6858,14.3
"1022","Северо-Кавказский ФО","Июль","Квартал 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,30346,7556,15
"1023","Северо-Кавказский ФО","Август","Квартал 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,29787.5,7556,15
"1024","Северо-Кавказский ФО","Сентябрь","Квартал 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,30748.2,7556,15
"1025","Северо-Кавказский ФО","Октябрь","Квартал 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,31048.3,7944,14.8
"1026","Северо-Кавказский ФО","Ноябрь","Квартал 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,30433.9,7944,14.8
"1027","Северо-Кавказский ФО","Декабрь","Квартал 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,41637.7,7944,14.8
"1028","Республика Ингушетия","Январь","Квартал 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,27834.9,4202,26.8
"1029","Республика Ингушетия","Февраль","Квартал 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,27698.5,4202,26.8
"1030","Республика Ингушетия","Март","Квартал 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,28309.7,4202,26.8
"1031","Республика Ингушетия","Апрель","Квартал 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,27733,4350,30.2
"1032","Республика Ингушетия","Май","Квартал 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,31655.9,4350,30.2
"1033","Республика Ингушетия","Июнь","Квартал 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,35017.3,4350,30.2
"1034","Республика Ингушетия","Июль","Квартал 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,28841.7,4674,31.3
"1035","Республика Ингушетия","Август","Квартал 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,29172.8,4674,31.3
"1036","Республика Ингушетия","Сентябрь","Квартал 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,30336,4674,31.3
"1037","Республика Ингушетия","Октябрь","Квартал 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,29820.2,4934,31.6
"1038","Республика Ингушетия","Ноябрь","Квартал 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,28424.1,4934,31.6
"1039","Республика Ингушетия","Декабрь","Квартал 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,36802.4,4934,31.6
"1040","Чеченская Республика","Апрель","Квартал 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,26946.9,NA,16
"1041","Приволжский ФО","Январь","Квартал 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,33918.4,20023,4.3
"1042","Приволжский ФО","Февраль","Квартал 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,34102.8,20023,4.3
"1043","Приволжский ФО","Март","Квартал 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,35711.4,20023,4.3
"1044","Приволжский ФО","Апрель","Квартал 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,35161.6,21127,5.5
"1045","Приволжский ФО","Май","Квартал 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,36960.7,21127,5.5
"1046","Приволжский ФО","Июнь","Квартал 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,37532.3,21127,5.5
"1047","Приволжский ФО","Июль","Квартал 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,36236.8,21188,5.6
"1048","Приволжский ФО","Август","Квартал 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,35462.8,21188,5.6
"1049","Приволжский ФО","Сентябрь","Квартал 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,36215.4,21188,5.6
"1050","Приволжский ФО","Октябрь","Квартал 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,36350.4,21537,5.2
"1051","Приволжский ФО","Ноябрь","Квартал 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,36278.6,21537,5.2
"1052","Приволжский ФО","Декабрь","Квартал 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,47607.1,21537,5.2
"1053","Уральский ФО","Январь","Квартал 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,49402.4,26242,4.4
"1054","Уральский ФО","Февраль","Квартал 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,50456.6,26242,4.4
"1055","Уральский ФО","Март","Квартал 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,53277.6,26242,4.4
"1056","Уральский ФО","Апрель","Квартал 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,52225.9,28095,5.9
"1057","Уральский ФО","Май","Квартал 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,59004.1,28095,5.9
"1058","Уральский ФО","Июнь","Квартал 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,56510.2,28095,5.9
"1059","Уральский ФО","Июль","Квартал 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,52202.5,33208,6.2
"1060","Уральский ФО","Август","Квартал 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,50327.2,33208,6.2
"1061","Уральский ФО","Сентябрь","Квартал 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,53038.2,33208,6.2
"1062","Уральский ФО","Октябрь","Квартал 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,50841.7,35218,5.7
"1063","Уральский ФО","Ноябрь","Квартал 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,50424.4,35218,5.7
"1064","Уральский ФО","Декабрь","Квартал 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,70683.8,35218,5.7
"1065","Сибирский ФО","Январь","Квартал 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,40438.5,47014,5.8
"1066","Сибирский ФО","Февраль","Квартал 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,40004.9,47014,5.8
"1067","Сибирский ФО","Март","Квартал 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,42544.2,47014,5.8
"1068","Сибирский ФО","Апрель","Квартал 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,42944.6,47154,7.8
"1069","Сибирский ФО","Май","Квартал 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,44954,47154,7.8
"1070","Сибирский ФО","Июнь","Квартал 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,45979,47154,7.8
"1071","Сибирский ФО","Июль","Квартал 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,42431.8,49593,8.3
"1072","Сибирский ФО","Август","Квартал 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,41327.9,49593,8.3
"1073","Сибирский ФО","Сентябрь","Квартал 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,42388.1,49593,8.3
"1074","Сибирский ФО","Октябрь","Квартал 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,43077.4,48740,7.5
"1075","Сибирский ФО","Ноябрь","Квартал 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,42813.9,48740,7.5
"1076","Сибирский ФО","Декабрь","Квартал 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,56800.5,48740,7.5
"1077","Республика Алтай","Февраль","Квартал 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,33321,84,11.9
"1078","Республика Алтай","Апрель","Квартал 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,34283.5,NA,12.3
"1079","Дальневосточный ФО","Январь","Квартал 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,56345.7,7105,6
"1080","Дальневосточный ФО","Февраль","Квартал 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,54693.6,7105,6
"1081","Дальневосточный ФО","Март","Квартал 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,57811.9,7105,6
"1082","Дальневосточный ФО","Апрель","Квартал 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,57435.1,7096,6.8
"1083","Дальневосточный ФО","Май","Квартал 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,62987.9,7096,6.8
"1084","Дальневосточный ФО","Июнь","Квартал 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,61372.8,7096,6.8
"1085","Дальневосточный ФО","Июль","Квартал 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,58100.2,8184,6.6
"1086","Дальневосточный ФО","Август","Квартал 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,54622.5,8184,6.6
"1087","Дальневосточный ФО","Сентябрь","Квартал 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,57925,8184,6.6
"1088","Дальневосточный ФО","Октябрь","Квартал 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,58468.3,9130,6.6
"1089","Дальневосточный ФО","Ноябрь","Квартал 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,58199.8,9130,6.6
"1090","Дальневосточный ФО","Декабрь","Квартал 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,80200.8,9130,6.6
